247,7501090000000,Arbistin Jarabe Pediatrico,,Arbistin Jarabe Pediatrico,NO,4,asdfgh,asdfgh
248,7502000000000,Ardoson Capsulas,,Ardoson Capsulas,NO,5,asdfgh,asdfgh
249,7501120000000,Argentafil Crema,,Argentafil Crema,NO,4,asdfgh,asdfgh
250,7500440000000,Ariel Polvo  900 Gr,,Ariel Polvo  900 Gr,NO,3,asdfgh,asdfgh
251,7501300000000,Artrenac Gel,,Artrenac Gel,NO,4,asdfgh,asdfgh
252,7501070000000,Ascor Gotas,,Ascor Gotas,NO,4,asdfgh,asdfgh
253, ASPIRINA ADVANCE,Aspirina Advance Suelta,,Aspirina Advance Suelta,NO,4,asdfgh,asdfgh
254,7501010000000,Aspirina Advance Tab,,Aspirina Advance Tab,NO,4,asdfgh,asdfgh
255,7501010000000,Aspirina Caja c40,,Aspirina Caja c40,NO,4,asdfgh,asdfgh
256, ASPIRINA EFERVECENTE,Aspirina Efervecente Suelta,,Aspirina Efervecente Suelta,NO,4,asdfgh,asdfgh
257,7501010000000,Aspirina Efervesente  C12,,Aspirina Efervesente  C12,NO,4,asdfgh,asdfgh
259,7501010000000,Aspirina Junior C60,,Aspirina Junior C60,NO,4,asdfgh,asdfgh
260,7501320000000,Aspirina Protec,,Aspirina Protec,NO,4,asdfgh,asdfgh
262,7501070000000,Astringosol Complete 300ml,,Astringosol Complete 300ml,NO,3,asdfgh,asdfgh
263,7501070000000,Astringosol Fresca Proteccion,,Astringosol Fresca Proteccion,NO,3,asdfgh,asdfgh
264,7501070000000,Astringosol Ice,,Astringosol Ice,NO,3,asdfgh,asdfgh
